16	4.34853e-06	1.08086e-05	9.02704e-06	2.77131e-06
196	9.78851e-05	0.000167117	0.000182227	8.37173e-05
576	0.000528047	0.000716437	0.00079025	0.000419551
1156	0.00276627	0.00273412	0.00279294	0.00200021
1936	0.0116325	0.0114801	0.0116623	0.0104833
2916	0.0350213	0.0326525	0.0328913	0.0321698
2916	0.048552	0.0457932	0.0467717	0.0445459
5476	0.187613	0.175469	0.176646	0.175688
7056	0.387527	0.369894	0.360971	0.353378
8836	0.70962	0.680095	0.670383	0.659082
10816	1.25695	1.1787	1.18046	1.17613
