16	4.3914e-06	1.0858e-05	9.21583e-06	2.76997e-06
196	0.000100437	0.000166484	0.000185059	8.44507e-05
576	0.000520178	0.000690643	0.000734868	0.000397591
1156	0.00261556	0.00259198	0.00265855	0.00201254
1936	0.0117207	0.0115698	0.0117082	0.010502
2916	0.0339489	0.0326917	0.0330399	0.0311054
2916	0.0483011	0.0453569	0.0456461	0.0437778
5476	0.186603	0.175104	0.175818	0.17267
7056	0.372369	0.350175	0.351522	0.354098
8836	0.694147	0.659609	0.662256	0.655209
10816	1.21958	1.16305	1.16765	1.15652
